id,complex_name,count,accession_numbers
1176,NCBP1-NCBP2-PHAX-RAN-XPO1 complex,3,"['O14980', 'P62826', 'Q9H814']"
8251,RAN-RANBP3-XPO1 complex,3,"['O14980', 'P62826', 'Q9H6Z4']"
620,CoREST-HDAC complex,3,"['O60341', 'Q9P0W2', 'Q9UKL0']"
626,LSD1 complex,3,"['O60341', 'Q9P0W2', 'Q9UKL0']"
636,BHC complex,3,"['O60341', 'Q9P0W2', 'Q9UKL0']"
871,BRAF35-BRCA2 complex,3,"['O60341', 'Q9P0W2', 'Q9UKL0']"
1492,BHC110 complex,3,"['O60341', 'Q9P0W2', 'Q9UKL0']"
7946,SIX3-LSD1-NuRD(MTA3) complex,3,"['O60341', 'Q9UBB5', 'O95983']"
1307,Multiprotein bridging complex (translationally coupled mRNA turnover),3,"['O60506', 'O75534', 'P11940']"
5685,"Membrane protein complex (DERL1, NPLOC4, UFD1L, VCP, VIMP)",3,"['Q92890', 'Q8TAT6', 'P55072']"
7784,RNF8-ATX3-p97 complex,3,"['Q92890', 'Q8TAT6', 'P55072']"
8497,ZFAND2B complex,3,"['Q92890', 'Q8TAT6', 'P55072']"
2906,"Respiratory chain complex I (intermediate II/230kD), mitochondrial",3,"['O75251', 'P19404', 'O43181']"
8135,PLAT-PLG-THBS1 complex,3,"['P00747', 'P07996', 'P00750']"
3117,ITGB5-ITGAV-VTN complex,3,"['P04004', 'P18084', 'P06756']"
5873,MAP2K1-RAF1-YWHAE complex,3,"['P04049', 'Q02750', 'P62258']"
5877,BRAF-KSR1-MAP2K1-RAF1-YWHAE complex,3,"['P04049', 'Q02750', 'P62258']"
1749,SMN-PolII-RHA complex,3,"['P08579', 'Q00403', 'P24928']"
7623,HSPA8-HSPBP1-STUB1 complex,3,"['Q9UNE7', 'P11142', 'Q9NZL4']"
7996,HSPA8-PA2G4-STUB1 complex,3,"['Q9UNE7', 'P11142', 'Q9UQ80']"
10554,ABL1-BCR-MAP2K1-MAP2K2 complex,3,"['P11274', 'P36507', 'Q02750']"
10561,ABL1-BCR-(BCR-ABL fusion kinase)-MAP2K1-MAP2K2 complex,3,"['P11274', 'P36507', 'Q02750']"
7696,DONSON-MCM2-MCM7-PCNA-TICRR complex,3,"['P12004', 'P33993', 'P49736']"
9511,PTK2-PXN-SRC complex,3,"['P12931', 'P49023', 'Q05397']"
7284,GSK3B-HSP90AA1-PKM2 complex,3,"['P14618', 'P07900', 'P49841']"
2429,ITGA2-ITGB1-CD47 complex,3,"['P17301', 'P05556', 'Q08722']"
2726,PXN-ITGB5-PTK2 complex,3,"['P18084', 'P49023', 'Q05397']"
7966,ALYREF-NXF1-RBM8A-UPF3A complex,3,"['Q9Y5S9', 'Q86V81', 'Q9UBU9']"
2720,"Casein kinase II (beta-dimer, alpha, alpha')",3,"['P19784', 'P68400', 'P67870']"
8382,PRC1.3a complex,3,"['P19784', 'P68400', 'P67870']"
8383,PRC1.3b complex,3,"['P19784', 'P68400', 'P67870']"
8387,PRC1.5a complex,3,"['P19784', 'P68400', 'P67870']"
8388,PRC1.5c,3,"['P19784', 'P68400', 'P67870']"
8163,MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37B complex,3,"['Q8WUM4', 'Q99816', 'Q9UK41']"
8164,MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37C complex,3,"['Q8WUM4', 'Q99816', 'Q9UK41']"
8165,MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37D complex,3,"['Q8WUM4', 'Q99816', 'Q9UK41']"
2401,ITGA3-ITGB1-THBS1 complex,3,"['P26006', 'P07996', 'P05556']"
6799,KDR-MAPK1-MAPK3-PRKCA-S1PR1 complex,3,"['P27361', 'P28482', 'P17252']"
6800,KDR-MAPK1-MAPK3-PRKCA-S1PR2 complex,3,"['P27361', 'P28482', 'P17252']"
6801,KDR-MAPK1-MAPK3-PRKCA-S1PR3 complex,3,"['P27361', 'P28482', 'P17252']"
6802,KDR-MAPK1-MAPK3-PRKCA-S1PR5 complex,3,"['P27361', 'P28482', 'P17252']"
6937,ARHGEF2-MAPK1-MAPK3-PXN complex,3,"['P27361', 'P28482', 'P49023']"
7504,CD44-ERK1-ERK2-RHAMM complex,3,"['P27361', 'P28482', 'P16070']"
6925,MAPK1-PTK2-PXN complex,3,"['P28482', 'P49023', 'Q05397']"
2639,HES1 promoter-Notch enhancer complex,3,"['Q9Y5B9', 'P50750', 'P24928']"
3096,ITGA6-ITGB4-SHC1-GRB2 complex,3,"['P29353', 'P23229', 'P62993']"
1452,MCM2-MCM6-MCM7 complex,3,"['P33993', 'Q14566', 'P49736']"
435,BASC (Ab 81) complex (BRCA1-associated genome surveillance complex),3,"['P35251', 'P35249', 'P35250']"
5872,BRAF-MAP2K1-MAP2K2-YWHAE complex,3,"['P36507', 'Q02750', 'P62258']"
2599,CCNT1-CDK9-CPSF2-NCL-POLR2A-PPARGC1A complex,3,"['P50750', 'P19338', 'P24928']"
5378,"TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)",3,"['P56537', 'P62424', 'Q9UKV8']"
10046,CTNNB1-TBX5-YAP1-YES1 complex,3,"['P07947', 'P46937', 'P35222']"
1254,Menin-associated histone methyltransferase complex,3,"['P61964', 'Q9C005', 'P30876']"
1256,MLL-HCF complex,3,"['P61964', 'P51610', 'P05546']"
8557,"TIM22 holo-complex (AGK, TIMM9, TIMM10, TIMM10B, TIMM22, TIMM29), mitochondrial",3,"['P62072', 'Q53H12', 'Q9Y5J7']"
300,PC2 complex,3,"['Q13503', 'Q9Y2W1', 'Q9Y2X0']"
301,SMCC complex,3,"['Q13503', 'Q9Y2W1', 'Q9Y2X0']"
535,TRAP complex,3,"['Q13503', 'Q9Y2W1', 'Q9Y2X0']"
547,SMCC complex,3,"['Q13503', 'Q9Y2W1', 'Q9Y2X0']"
2396,ITGA7-ITGB1-CD9 complex,3,"['Q13683', 'P21926', 'P05556']"
10360,GBA1-IGF2R-SCARB2 complex,3,"['Q14108', 'P04062', 'P11717']"
930,SCRIB-GIT1-ARHGEF7 complex,3,"['Q14155', 'Q9Y2X7', 'Q14160']"
8582,DDX58-TRIM25-YWHAE complex,3,"['Q14258', 'P62258', 'O95786']"
7595,NARC1 complex,3,"['Q86V81', 'Q9UMS4', 'P38159']"
278,RFC core complex,3,"['P35249', 'P35250', 'P40937']"
62,MeCP1 complex,3,"['Q9UBB5', 'O94776', 'O95983']"
96,Anaphase-promoting complex,3,"['Q9UJX4', 'Q13042', 'Q9UM13']"
5231,53BP1-containing complex,3,"['P15927', 'P27694', 'Q12888']"
1734,SF3A1-SF3A2-SF3A3 complex,3,"['Q15459', 'Q15428', 'Q12874']"
6343,SETD7-YAP-AXIN1-beta-catenin complex,3,"['Q8WTS6', 'P46937', 'P35222']"
169,"Protein-sorting ternary complex (EPS15, HGS, STAM1)",3,"['Q92783', 'O14964', 'P42566']"
1308,EIF4G1-HSP70-HSPA8-HNRNPD-PABPC1 complex,3,"['P11940', 'P11142', 'Q04637']"
798,NuA4/Tip60-HAT complex A,3,"['Q9NPF5', 'Q9Y230', 'Q9NV56']"
8696,DDX58-MAVS-PPP6C-TRIM14-WHIP complex,3,"['Q7Z434', 'O95786', 'O00743']"
2850,ITGA5-ITGB1-FN-1-NOV complex,3,"['P08648', 'P05556', 'P02751']"
189,BAF complex,3,"['P51531', 'O14497', 'Q969G3']"
238,SWI-SNF chromatin remodeling-related-BRCA1 complex,3,"['P51531', 'O14497', 'Q969G3']"
1237,BAF complex,3,"['P51531', 'O14497', 'Q969G3']"
1251,BAF complex,3,"['P51531', 'O14497', 'Q969G3']"
8408,CSK-HSP90AA1-HSPA8 complex,3,"['P07900', 'P11142', 'P41240']"
8730,BAX-HSP90-IRF3-TOMM70 complex,3,"['P07900', 'Q07812', 'O94826']"
2426,ITGA4-ITGB1-THBS1 complex,3,"['P07996', 'P05556', 'P13612']"
1751,SMN complex,3,"['Q8TEQ6', 'P09012', 'Q9Y3F4']"
2423,ITGA4-ITGB1-CD47 complex,3,"['P05556', 'Q08722', 'P13612']"
1810,ITGA4-PXN-GIT1 complex,3,"['P49023', 'Q9Y2X7', 'P13612']"
7974,cBAF complex,3,"['O14497', 'Q969G3', 'Q92785']"
6715,TBCD-ARL2-tubulin(beta)-TBCE complex,3,"['P07437', 'Q9BTW9', 'Q15813']"
8028,CD4 receptor complex,3,"['P07437', 'P35579', 'Q9BQE3']"
561,LSm1-7 complex,3,"['Q9Y333', 'Q9Y4Z0', 'P62310']"
6497,"TOM complex (TOMM5, TOMM6, TOMM7, TOMM20, TOMM22, TOMM40, TOMM70), mitochondrial",3,"['O96008', 'O94826', 'Q15388']"
8273,CTLH complex,3,"['Q9NWU2', 'Q9H7D7', 'Q9UL63']"
8405,GID/CTLH ubiquitin E3 ligase complex,3,"['Q9NWU2', 'Q9H7D7', 'Q9UL63']"
8406,GID/CTLH ubiquitin E3 ligase complex,3,"['Q9NWU2', 'Q9H7D7', 'Q9UL63']"
1185,EGFR-ERBB2-PIK3C2A-PIK3C2B complex,2,"['O00443', 'P00533']"
8117,PCID2-ENY2-GANP-SEM1-CETN2 complex,2,"['P41208', 'Q9NPA8']"
8249,CETN2-RAD23B-XPC complex,2,"['P41208', 'P54727']"
30,PA28 complex,2,"['Q9UL46', 'Q06323']"
1845,APC-IQGAP1-CLIP-170 complex,2,"['P30622', 'P46940']"
8238,PTEN-PP1MA-SMAD2-SMAD3 complex,2,"['P35813', 'Q15796']"
8159,Aposome complex,2,"['P42574', 'O14727']"
6968,"Serine-palmitoyltransferase (SPTLC1, SPTLC2) complex",2,"['O15270', 'O15269']"
6969,"Serine-palmitoyltransferase (SPTLC1, SPTLC2, SPTLC3) complex",2,"['O15270', 'O15269']"
6973,"Serine-palmitoyltransferase (SPTLC1, SPTLC2, ssSPTb) complex",2,"['O15270', 'O15269']"
6974,"Serine-palmitoyltransferase (SPTLC1, SPTLC2, ssSPTa) complex",2,"['O15270', 'O15269']"
8241,PPIH-PRPF4 complex,2,"['O43447', 'O43172']"
820,"SNARE complex (SNAP23, STX6)",2,"['O43752', 'O00161']"
874,"SNARE complex (STX6, VAMP3, VAMP4, VAMP8)",2,"['O43752', 'Q15836']"
876,"SNARE complex (STX6, VAMP3, VTI1A)",2,"['O43752', 'Q15836']"
877,"SNARE complex (STX6, STX16, VAMP4, VTI1a, VTI1b)",2,"['O43752', 'O14662']"
7417,CFTR-GOPC-STX6 complex,2,"['O43752', 'Q9HD26']"
6337,Amot-cadherin-11-beta-catenin-p120 complex,2,"['O60716', 'P35222']"
8078,AGO2-PARN complex,2,"['O95453', 'Q9UKV8']"
6823,CP-LTF-MPO complex,2,"['P02788', 'P00450']"
6824,CP-LTF complex,2,"['P02788', 'P00450']"
8707,OPTN-TBK1 complex,2,"['Q96CV9', 'Q9UHD2']"
8898,SERPINE1-PLAU complex,2,"['P05121', 'P00749']"
8914,SERPINE1-VTN complex,2,"['P05121', 'P04004']"
5401,PLEKHM2-KIF5B complex,2,"['Q8IWE5', 'P33176']"
2882,ITGA5-ITGB3-COL6A3 complex,2,"['P12111', 'P08648']"
10365,GBA1-GRN complex,2,"['P28799', 'P04062']"
8209,ACK1-GBR2-AXL complex,2,"['P30530', 'P62993']"
8215,MIG6-GBR2-AXL complex,2,"['P30530', 'P62993']"
5400,BRCC complex,2,"['P46736', 'Q9NXR7']"
7381,DCS complex,2,"['Q92945', 'P26599']"
816,MRIP-RHOA complex,2,"['P61586', 'Q6WCQ1']"
7331,RAC1-RHOA-VANGL2 complex,2,"['P61586', 'P63000']"
2911,SMRT-SKIP-CBF1 complex,2,"['Q13573', 'Q9Y618']"
3992,ClpXP complex,2,"['Q16740', 'O76031']"
7791,ALAS1-CLPP-CLPX complex,2,"['Q16740', 'O76031']"
117,ADGRG1-CD81-GNAQ/11-GNB1 complex,2,"['P60033', 'P62873']"
8322,ANKRD28-PPP6C-PPP6R3 complex,2,"['Q5H9R7', 'O00743']"
4096,CTNNA1-CTNNB1 complex,2,"['P35221', 'P35222']"
6255,"MICOS complex, mitochondrial",2,"['Q6UXV4', 'Q16891']"
6920,ILK-LIMS2-PARVA complex,2,"['Q9NVD7', 'Q13418']"
6452,"TIMM8A-TIMM13 complex, mitochondrial",2,"['O60220', 'Q9Y5L4']"
6991,ABI3-WAVE2-CYFIP1 complex,2,"['Q7L576', 'Q9Y6W5']"
7882,BSG-JUP-NME1 complex,2,"['P14923', 'P15531']"
2774,MDC1-H2AFX-TP53BP1 complex,2,"['P16104', 'Q12888']"
7442,HOOK2-PCM1-RAB8A complex,2,"['Q15154', 'P61006']"
6716,DLG5-MST1-MST2 complex,2,"['Q8TDM6', 'Q13043']"
10251,CCT3-TUBB2A complex,2,"['P49368', 'Q13885']"
6362,PDLIM1-E-cadherin-beta-catenin complex,2,"['O00151', 'P35222']"
6459,EARP complex,2,"['Q5VIR6', 'Q9UID3']"
6463,GARP complex,2,"['Q5VIR6', 'Q9UID3']"
10258,PDLIM5-TUBB2A complex,2,"['Q96HC4', 'Q13885']"
8537,ISGF3 complex,2,"['P52630', 'P42224']"
7000,PLOD2-FKBP10 complex,2,"['O00469', 'Q96AY3']"
6183,PP2A A/C-SG2NA complex,2,"['Q13033', 'P30153']"
6854,5FMC (Friends of Methylated Chtop) complex,2,"['Q9H4L4', 'Q9Y4W2']"
6855,LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex,2,"['Q9H4L4', 'Q9Y4W2']"
8623,Rixosome,2,"['Q9H4L4', 'Q9Y4W2']"
7686,ITCH-NDFIP1-UBE2L3 complex,2,"['P68036', 'Q96J02']"
1554,KPNB1-RAN-RANBP1complex,2,"['P43487', 'P62826']"
8299,RAN-RANBP1 complex,2,"['P43487', 'P62826']"
8073,AHCYL1-FIP1L1-PAPOLA complex,2,"['Q6UN15', 'O43865']"
8226,PEAK1-PPP1CA-SHC1 complex,2,"['Q9H792', 'P29353']"
8227,PEAK1-PPP1CC-SHC1 complex,2,"['Q9H792', 'P29353']"
5843,AIFM1-PPIA complex,2,"['O95831', 'P62937']"
8590,"MIA complex (AIFM1, CHCHD4), mitochondrial",2,"['O95831', 'Q8N4Q1']"
428,Molybdopterin synthase,2,"['O96007', 'O96033']"
2440,ITGA9-ITGB1-ADAM9 complex,2,"['Q13443', 'P05556']"
7479,Astrin-kinastrin complex,2,"['P53350', 'P63167']"
7794,FOXK2-PLK1-SPAG9 complex,2,"['P53350', 'O60271']"
7349,MTR4-RBM7-ZCCHC8 complex,2,"['Q9Y580', 'Q6NZY4']"
7563,LARP1-PABPC1-RYDEN complex,2,"['Q6PKG0', 'P11940']"
2170,"Ubiquitin E3 ligase (CDC34, CUL1, RBX1)",2,"['P49427', 'Q13616']"
7325,HINT1-UBC3-RBX1 complex,2,"['P49427', 'P49773']"
1784,RNF11-SMURF2-STAMBP complex,2,"['Q9HAU4', 'O95630']"
7422,PPP1R13L-CEP55 complex,2,"['Q8WUF5', 'Q53EZ4']"
2416,ITGB1-RAP1A-PKD1 complex,2,"['P62834', 'P05556']"
3158,APBB1IP-PFN1-RAP1A complex,2,"['P62834', 'P07737']"
1633,CyclinD1-CDK4-CDK6 complex,2,"['Q00534', 'P24385']"
3087,CCND1-CDK6 complex,2,"['Q00534', 'P24385']"
5101,CyclinD3-CDK4-CDK6-p21 complex,2,"['Q00534', 'P38936']"
999,p23 protein complex,2,"['P22626', 'Q15185']"
2294,ABI1-WASF2 complex,2,"['Q9Y6W5', 'Q8IZP0']"
7617,LIM kinase-slingshot phosphatase complex,2,"['Q8WYL5', 'P63104']"
8513,ATRX-SETDB1-TRIM28-ZNF274 complex,2,"['P46100', 'Q13263']"
8166,CD63-syntenin-1 complex,2,"['P08962', 'O00560']"
7267,KAT2A-Oxoglutarate dehydrogenase complex,2,"['P09622', 'P36957']"
8331,DLD-NFE2L1-RAN complex,2,"['P09622', 'P62826']"
6591,Hsp90-p23 complex,2,"['Q15185', 'P07900']"
1086,DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1,2,"['O00764', 'P18887']"
9285,GBP1-TUBB3 complex,2,"['P32455', 'Q13509']"
9291,GBP1-PIM1-TUBB3 complex,2,"['P32455', 'Q13509']"
3011,APC-IQGAP1-Rac1 complex,2,"['P46940', 'P63000']"
3012,APC-IQGAP1-Cdc42 complex,2,"['P46940', 'P60953']"
8452,SBNO1-TEAD4-YAP1 complex,2,"['A3KN83', 'P46937']"
8345,DHFR-SHMT1-TYMS complex,2,"['P00374', 'P34896']"
3129,DHX9-SND1-STAT6 complex,2,"['Q7KZF4', 'P42226']"
6206,AR-CTNNB1-CTNNBIP1 complex,2,"['Q9NSA3', 'P35222']"
5317,LATS1-HTRA2-BIRC4 complex,2,"['P98170', 'O43464']"
6283,SIVA1-XIAP-TAK1 complex,2,"['P98170', 'O43318']"
1123,WNK1-SPAK complex,2,"['Q9UEW8', 'Q9H4A3']"
10126,DOK2-NCK1-PAK1-TEK complex,2,"['Q13153', 'P16333']"
10371,PAK1-RAF1 complex,2,"['Q13153', 'P04049']"
6076,ABL1-CTTN-MYLK complex,2,"['Q14247', 'Q15746']"
6916,CTTN-FER-PTK2 complex,2,"['Q14247', 'Q05397']"
7822,MOB4-STK26 complex,2,"['Q9Y3A3', 'Q9P289']"
9042,CAV1-CAVIN1 complex,2,"['Q6NZI2', 'Q03135']"
6907,CTNNB1-FERMT2-TCF7L2 complex,2,"['Q96AC1', 'P35222']"
419,Protein farnesyltransferase complex,2,"['P49356', 'P49354']"
7542,KNL1-MIS12-NDC80-SPC24-ZWINT complex,2,"['Q8NBT2', 'O14777']"
6269,DLL1-CTNNB1-CDH2 complex,2,"['P19022', 'P35222']"
8203,KIF17-RAB23-TNPO1 complex,2,"['Q9ULC3', 'Q92973']"
7656,ISY1-PRPF19-XAB2 complex,2,"['Q9ULR0', 'Q9UMS4']"
905,KIF3A/B-PAR-3-aPKC-PAR-6 complex,2,"['Q9Y496', 'O15066']"
8261,IPO5-RAN complex,2,"['O00410', 'P62826']"
8000,BAX-BCL2L11-PACS2-TNFRSF10B-TNFSF10 complex,2,"['O14763', 'Q07812']"
7251,IGBP1-MID1-PPP2CA complex,2,"['O15344', 'P78318']"
5280,IGF2R-PLIN3-RAB9A complex,2,"['O60664', 'P11717']"
5830,"DJ-1-SNCA complex, high molecular weight",2,"['P37840', 'Q99497']"
7241,SNCA-TUBB3 complex,2,"['P37840', 'Q13509']"
8074,ARL3-RP2-UNC119 complex,2,"['O75695', 'P36405']"
6989,ProTalpha C9 complex,2,"['P06454', 'Q01105']"
7541,KNTC1-ZW10-ZWILCH complex,2,"['P50748', 'O43264']"
6958,BOLA2-GLRX3 complex,2,"['O76003', 'Q9H3K6']"
2435,ITGA1-ITGB1-PTPN2 complex,2,"['P56199', 'P05556']"
6710,Calpain 1,2,"['P04632', 'P07384']"
7692,AKT1-HSPB1-MAPK14-MAPKAPK2 complex,2,"['P04792', 'Q16539']"
8258,RAN-XPO7 complex,2,"['Q9UIA9', 'P62826']"
10886,SPARC-THBS1 complex,2,"['P09486', 'P07996']"
1094,Frataxin complex,2,"['P10809', 'P38646']"
10276,F3-F7-F10 complex,2,"['P13726', 'P00742']"
7108,IGF2R-PLAUR complex,2,"['Q03405', 'P11717']"
7112,PLAUR-PLAU complex,2,"['Q03405', 'P00749']"
3151,Sulphiredoxin-peroxiredoxin complex,2,"['Q06830', 'Q9BYN0']"
6675,PI4K2A-PRDX1 complex,2,"['Q06830', 'Q9BTU6']"
1231,FIB-associated protein complex,2,"['Q07021', 'O14744']"
4498,p32-CBF-DNA complex,2,"['Q07021', 'Q13952']"
5772,CDH5-CTNNB1-KDR-TJP1 complex,2,"['Q07157', 'P35222']"
8272,RAB8A-TNPO1 ciliary transport complex,2,"['Q92973', 'P61006']"
8293,RAN-TNPO1 complex,2,"['Q92973', 'P62826']"
7883,MIF-NME1 complex,2,"['P14174', 'P15531']"
2443,ITGA9-ITGB1-TNC complex,2,"['P24821', 'P05556']"
7262,3-Hydroxyacyl CoA dehydrogenase,2,"['P55084', 'P40939']"
7826,ATP9A-DOP1B-MON2 complex,2,"['Q9Y3R5', 'Q7Z3U7']"
336,DNA ligase IV-XRCC4-AHNK complex,2,"['Q09666', 'Q13426']"
522,Polycystin-1-E-cadherin-beta-catenin-Flotillin-2 complex,2,"['Q14254', 'P35222']"
7650,CAMK4-HSPA1L-HSPA8-IQCG complex,2,"['Q16566', 'P11142']"
10906,ABCA1-SNTB2-UGP2 complex,2,"['Q16851', 'Q13425']"
8162,DNMT1-associated protein complex,2,"['Q96T88', 'P12004']"
2756,"Ubiquitin ligase (UBE2N, UBE2V2)",2,"['P61088', 'Q15819']"
6025,Ubiquitin-conjugating enzyme E2 (UBC13-UEV1A),2,"['P61088', 'Q13404']"
7900,NEK7-NLRP3 inflammasome,2,"['Q8TDX7', 'P29466']"
10268,CAPZA2-TUBB6 complex,2,"['P47755', 'Q9BUF5']"
7788,MAD2L2-RIF1-SHLD2-TP53BP1 complex,2,"['Q5UIP0', 'Q12888']"
10328,ACVR1B-FKBP1A-SMAD7-SMURF1 complex,2,"['Q9HCE7', 'P62942']"
5713,CBL-OSTF1-SRC complex,2,"['Q92882', 'P12931']"
8476,DRG1-ZC3H15 complex,2,"['Q8WU90', 'Q9Y295']"
678,GINS complex,2,"['Q9BRT9', 'Q9BRX5']"
4200,DNM1L-FIS1 complex,2,"['O00429', 'Q9Y3D6']"
7130,PRKAR2A-GSKIP-GSK3B-DNM1L complex,2,"['O00429', 'P49841']"
7408,"ARRB1-ARHGEF18-ENAH complex, induce by EDN-1",2,"['Q8N8S7', 'P49407']"
7186,Glutamate-cysteine ligase,2,"['P48506', 'P48507']"
7428,mtRNase P,2,"['Q99714', 'Q7L0Y3']"
7429,HSD17B10-TRMT10C complex,2,"['Q99714', 'Q7L0Y3']"
10270,CORO1B-ROCK2 complex,2,"['Q9BR76', 'O75116']"
1187,ESCRT-II complex,2,"['Q9BRG1', 'Q96H20']"
2308,AP3D1-AP3S1 complex,2,"['Q92572', 'O14617']"
2600,BRD4 complex,2,"['O60885', 'P50750']"
2601,P-TEFb-BRD4-TRAP220 complex,2,"['O60885', 'P50750']"
2875,BRD4-P-TEFb complex,2,"['O60885', 'P50750']"
314,PCNA-p21 complex,2,"['P38936', 'P12004']"
5622,HSP90-CIP1-FKBPL complex,2,"['P38936', 'P07900']"
6300,CDKN1A-TP53-CDK1-PCNA complex,2,"['P38936', 'P06493']"
6517,SERCA2a-alphaKAP-CaM-CaMKII complex,2,"['P52294', 'P16615']"
8672,CSE1L-KPNA1-RAN complex,2,"['P52294', 'P62826']"
817,MRIP-MBS complex,2,"['O14974', 'Q6WCQ1']"
8439,IL1R1-IL1RAP-IRAK1-MYD88-TOLLIP complex,2,"['Q9H0E2', 'Q9NPH3']"
7385,DTX3L-PARP9-STAT1 complex,2,"['P42224', 'Q8TDB6']"
8168,STAT1-STAT3 complex,2,"['P42224', 'P40763']"
8724,IFNAR1-IFNAR2-RACK1-STAT1 complex,2,"['P42224', 'P63244']"
10544,NUP214-ABL1(fusion kinase)-STAT1 complex,2,"['P42224', 'P35658']"
8011,Aurora A-TPX2-NuMA complex,2,"['Q9ULW0', 'Q14980']"
8262,IPO7-RAN complex,2,"['O95373', 'P62826']"
8576,NDC80-ZW10-ZWINT complex,2,"['O14777', 'O43264']"
6226,Rab11a-FIP3-DLIC-1 complex,2,"['Q9Y6G9', 'Q9Y6K9']"
10008,TOMM40-TUBB6 complex,2,"['Q9BUF5', 'O96008']"
10269,PPP6R1-TUBB6 complex,2,"['Q9BUF5', 'Q9UPN7']"
2936,"Ecsit complex (ECSIT, GAPDH, MT-CO2, NDUFAF1, TRAF6)",2,"['P00403', 'P04406']"
472,Prolyl 4-hydroxylase (alpha(I)-type),2,"['P07237', 'P13674']"
1255,"Ubiquitin E3 ligase (SIAH1, SIP, SKP1A, TBL1X)",2,"['Q9HB71', 'P63208']"
8348,AP1G1-LZTFL1-TFRC complex,2,"['Q9NQ48', 'O43747']"
7038,BVR-PKCD-ERK2 complex,2,"['P53004', 'P28482']"
2320,ITGA6-ITGB4-CD151 complex,2,"['P48509', 'P23229']"
7114,ABRAXAS2-SHMT2 complex,2,"['P34897', 'Q15018']"
8223,RIL-TRIP6-PTP-BL complex,2,"['P50479', 'Q15654']"
7425,KIAA1468-OSBP-RAB11A complex,2,"['P22059', 'Q9P260']"
8552,IFI16-H2B-BRCA1 complex,2,"['Q8N257', 'Q16666']"
394,"Succinyl-CoA synthetase, ADP-forming",2,"['Q9P2R7', 'P53597']"
3058,ITGA11-ITGB1 complex,2,"['Q9UKX5', 'P05556']"
6863,CBX3-EHMT2-NR3C1 complex,2,"['Q13185', 'P04150']"
6864,CBX3-EHMT1-NR3C1 complex,2,"['Q13185', 'P04150']"
6073,SRSF9-SRSF6 complex,2,"['Q13242', 'Q13247']"
1413,NCOR1 complex,2,"['Q13263', 'Q15459']"
4395,"EIF3 complex (EIF3B, EIF3G, EIF3I)",2,"['Q13347', 'O75821']"
4399,"EIF3 complex (EIF3B, EIF3J, EIF3I)",2,"['Q13347', 'O75822']"
702,NAA10-NAA15 complex,2,"['Q9BXJ9', 'P41227']"
1168,SKI complex,2,"['Q9GZS3', 'Q6PGP7']"
6494,CUL4A-DDB1-WDR61 complex,2,"['Q9GZS3', 'Q13619']"
7439,ECT2-KIF23-RACGAP1 complex,2,"['Q9H0H5', 'Q02241']"
7440,KIF23-RACGAP1 complex,2,"['Q9H0H5', 'Q02241']"
7562,NCKAP1-WASF3-RAC1 complex,2,"['Q9Y2A7', 'P63000']"
7980,ncBAF complex,2,"['Q15532', 'P51531']"
7286,AIP4-DTX3L complex,2,"['Q8TDB6', 'Q96J02']"
10264,NEK9-TUBB4B complex,2,"['Q8TD19', 'P68371']"
771,NDPKA-AMPKalpha1 complex,2,"['Q13131', 'P15531']"
6154,PRKAA1-PRKAB2-PRKAG1 complex,2,"['Q13131', 'P54619']"
2100,CHUK-IKBKB-MAP3K14 complex,2,"['O14920', 'O15111']"
2101,CHUK-IKBKB complex,2,"['O14920', 'O15111']"
2105,"IkappaB kinase complex (IKBKB, CHUK, IKBKAP, NFKBIA, RELA, MAP3K14)",2,"['O14920', 'O15111']"
5828,IKBKG-IKBKB  complex,2,"['O14920', 'Q9Y6K9']"
8868,BCL10-CARD11-DPP4-IKBKB complex,2,"['O14920', 'O95999']"
848,"RICH1/AMOT polarity complex, Flag-Amot precipitated",2,"['Q68EM7', 'Q9Y2J4']"
774,THO complex,2,"['Q6I9Y2', 'Q96FV9']"
6160,hTREX84 complex,2,"['Q6I9Y2', 'Q96FV9']"
8306,Ragulator complex,2,"['Q6IAA8', 'Q9UHA4']"
8307,Ragulator-Rag complex,2,"['Q6IAA8', 'Q9UHA4']"
8324,Ragulator complex,2,"['Q6IAA8', 'Q9UHA4']"
2471,CDCP1-PRKCD-SRC complex,2,"['Q9H5V8', 'P12931']"
138,Telomere-associated protein complex,2,"['Q9NYB0', 'Q15554']"
1204,Rap1 complex,2,"['Q9NYB0', 'Q15554']"
1205,TRF2-Rap1 complex III,2,"['Q9NYB0', 'Q15554']"
1206,"TRF-Rap1 complex I, 2MD",2,"['Q9NYB0', 'Q15554']"
1207,TRF2-Rap1 complex II,2,"['Q9NYB0', 'Q15554']"
10265,DLGAP4-TUBB4B complex,2,"['Q9Y2H0', 'P68371']"
551,core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex,2,"['P62805', 'Q5QJE6']"
6261,Histone-2-Histone-4-ASF1A-MCM2 complex,2,"['P62805', 'P49736']"
6083,CART complex,2,"['O43707', 'O14964']"
6788,SLC9A3R1-ACTN4 complex,2,"['O43707', 'O14745']"
